"Symbol","Synonym Symbol","Scientific Name with Author","National Common Name","Family"
"PYHIH","HAHI","Haplopappus hirtus A. Gray","","Asteraceae"
"PYHIH","HAHIT","Haplopappus hirtus A. Gray ssp. typicus H.M. Hall","","Asteraceae"
"PYHIL","","Pyrrocoma hirta (A. Gray) Greene var. lanulosa (Greene) Mayes ex G. Brown & Keil","tacky goldenweed","Asteraceae"
"PYHIL","HAHIL2","Haplopappus hirtus A. Gray ssp. lanulosus (Greene) H.M. Hall","","Asteraceae"
"PYHIL","HAHIL","Haplopappus hirtus A. Gray var. lanulosus (Greene) M. Peck","","Asteraceae"
"PYHIL","PYLA3","Pyrrocoma lanulosa Greene","","Asteraceae"
"PYLA","","Pyrrocoma lanceolata (Hook.) Greene","lanceleaf goldenweed","Asteraceae"
"PYLAL","","Pyrrocoma lanceolata (Hook.) Greene var. lanceolata","lanceleaf goldenweed","Asteraceae"
"PYLAL","HALA2","Haplopappus lanceolatus (Hook.) Torr. & A. Gray","","Asteraceae"
"PYLAL","HALAS","Haplopappus lanceolatus (Hook.) Torr. & A. Gray ssp. solidagineus (Greene) H.M. Hall","","Asteraceae"
"PYLAL","HALAT","Haplopappus lanceolatus (Hook.) Torr. & A. Gray ssp. tenuicaulis (D.C. Eaton) H.M. Hall","","Asteraceae"
"PYLAL","HALAV","Haplopappus lanceolatus (Hook.) Torr. & A. Gray ssp. vaseyi (Parry ex D.C. Eaton) H.M. Hall","","Asteraceae"
"PYLAL","HALAS2","Haplopappus lanceolatus (Hook.) Torr. & A. Gray var. sublanatus Cody","","Asteraceae"
"PYLAL","HALAT2","Haplopappus lanceolatus (Hook.) Torr. & A. Gray var. tenuicaulis (D.C. Eaton) A. Gray","","Asteraceae"
"PYLAL","HALAT3","Haplopappus lanceolatus (Hook.) Torr. & A. Gray var. typicus (H.M. Hall) Cronquist","","Asteraceae"
"PYLAL","HALAV2","Haplopappus lanceolatus (Hook.) Torr. & A. Gray var. vaseyi Parry ex D.C. Eaton","","Asteraceae"
"PYLAS","","Pyrrocoma lanceolata (Hook.) Greene var. subviscosa (Greene) Mayes ex G. Brown & Keil","lanceleaf goldenweed","Asteraceae"
"PYLAS","HASU2","Haplopappus subviscosus (Greene) S.F. Blake","","Asteraceae"
"PYLAS","PYSU2","Pyrrocoma subviscosa Greene","","Asteraceae"
"PYRA","","Pyrrocoma racemosa (Nutt.) Torr. & A. Gray","clustered goldenweed","Asteraceae"
"PYRAP2","","Pyrrocoma racemosa (Nutt.) Torr. & A. Gray var. paniculata (Nutt.) Kartesz & Gandhi","clustered goldenweed","Asteraceae"
"PYRAP2","HAPAV","Haplopappus paniculatus (Nutt.) A. Gray var. virgatus A. Gray","","Asteraceae"
"PYRAP2","HARAB","Haplopappus racemosus (Nutt.) Torr. ssp. brachycephalus (A. Nelson) H.M. Hall","","Asteraceae"
"PYRAP2","HARAD","Haplopappus racemosus (Nutt.) Torr. ssp. duriuscula (Greene) H.M. Hall","","Asteraceae"
"PYRAP2","HARAG2","Haplopappus racemosus (Nutt.) Torr. ssp. glomeratus (Nutt.) H.M. Hall","","Asteraceae"
"PYRAP2","HARAH","Haplopappus racemosus (Nutt.) Torr. ssp. halophilus (Greene) H.M. Hall","","Asteraceae"
"PYRAP2","HARAP2","Haplopappus racemosus (Nutt.) Torr. ssp. prionophyllus (Greene) H.M. Hall","","Asteraceae"
"PYRAP2","HARAG","Haplopappus racemosus (Nutt.) Torr. var. glomerellus (Nutt.) A. Gray","","Asteraceae"
"PYRAP2","HARAP4","Haplopappus racemosus (Nutt.) Torr. var. paniculatus (Nutt.) Cronquist","","Asteraceae"
"PYRAP2","HARAP3","Haplopappus racemosus (Nutt.) Torr. var. prionophyllus (Greene) S.L. Welsh","","Asteraceae"
"PYRAS","","Pyrrocoma racemosa (Nutt.) Torr. & A. Gray var. sessiliflora (Greene) Mayes ex G. Brown & Keil","clustered goldenweed","Asteraceae"
"PYRAS","HARAS","Haplopappus racemosus (Nutt.) Torr. ssp. sessiliflorus (Greene) H.M. Hall","","Asteraceae"
"PYRAS","HARAS2","Haplopappus racemosus (Nutt.) Torr. var. sessiliflorus (Greene) S.L. Welsh","","Asteraceae"
"PYRAS","PYSE3","Pyrrocoma sessiliflora Greene","","Asteraceae"
"PYRRO","","Pyrrocoma Hook.","goldenweed","Asteraceae"
"PYUN2","","Pyrrocoma uniflora (Hook.) Greene","plantain goldenweed","Asteraceae"
"PYUNU","","Pyrrocoma uniflora (Hook.) Greene var. uniflora","plantain goldenweed","Asteraceae"
"PYUNU","HACO2","Haplopappus contractus H.M. Hall","","Asteraceae"
"PYUNU","HAUN2","Haplopappus uniflorus (Hook.) Torr. & A. Gray","","Asteraceae"
"PYUNU","HAUNH2","Haplopappus uniflorus (Hook.) Torr. & A. Gray ssp. howellii (A. Gray) H.M. Hall","","Asteraceae"
"PYUNU","HAUNT","Haplopappus uniflorus (Hook.) Torr. & A. Gray ssp. typicus H.M. Hall","","Asteraceae"
"PYUNU","HAUNH","Haplopappus uniflorus (Hook.) Torr. & A. Gray var. howellii (A. Gray) M. Peck","","Asteraceae"
"PYUNU","PYHO3","Pyrrocoma howellii (A. Gray) Greene","","Asteraceae"
"RAAR","","Raillardella argentea (A. Gray) A. Gray","silky raillardella","Asteraceae"
"RAAR","RAMI5","Raillardella minima Rydb.","","Asteraceae"
"RAAR","RAAR6","Raillardia argentea A. Gray","","Asteraceae"
"RACA","","Rafinesquia californica Nutt.","California plumeseed","Asteraceae"
"RAFIN","","Rafinesquia Nutt.","plumeseed","Asteraceae"
"RAILL","","Raillardella (A. Gray) Benth.","raillardella","Asteraceae"
"RANE","","Rafinesquia neomexicana A. Gray","New Mexico plumeseed","Asteraceae"
"RASC2","","Raillardella scaposa (A. Gray) A. Gray","stem raillardella","Asteraceae"
"RIGIO","","Rigiopappus A. Gray","rigiopappus","Asteraceae"
"RILE2","","Rigiopappus leptocladus A. Gray","wireweed","Asteraceae"
"RUDBE","","Rudbeckia L.","coneflower","Asteraceae"
"RUOC2","","Rudbeckia occidentalis Nutt.","western coneflower","Asteraceae"
"RUOC2","RUOCO2","Rudbeckia occidentalis Nutt. var. occidentalis","","Asteraceae"
"SAAB","","Sanvitalia abertii A. Gray","Abert's creeping zinnia","Asteraceae"
"SANVI","","Sanvitalia Lam.","creeping zinnia","Asteraceae"
"SEAM","","Senecio amplectens A. Gray","showy alpine ragwort","Asteraceae"
"SEAMH","","Senecio amplectens A. Gray var. holmii (Greene) Harrington","Holm's ragwort","Asteraceae"
"SEAMH","LIAMH","Ligularia amplectens (A. Gray) W.A. Weber var. holmii (Greene) Dorn","","Asteraceae"
"SEAMH","LIHO2","Ligularia holmii (Greene) W.A. Weber","","Asteraceae"
"SEAMH","SEHO","Senecio holmii Greene","","Asteraceae"
"SECR","","Senecio crassulus A. Gray","thickleaf ragwort","Asteraceae"
"SECR","SECRC","Senecio crassulus A. Gray var. cusickii (Piper) Greenm.","","Asteraceae"
"SEFL3","","Senecio flaccidus Less.","threadleaf ragwort","Asteraceae"
"SEFLM","","Senecio flaccidus Less. var. monoensis (Greene) B.L. Turner & T.M. Barkley","smooth threadleaf ragwort","Asteraceae"
"SEFLM","SEDOM","Senecio douglasii DC. var. monoensis (Greene) Jeps.","","Asteraceae"
"SEFLM","SEMO9","Senecio monoensis Greene","","Asteraceae"
"SEFR3","","Senecio fremontii Torr. & A. Gray","dwarf mountain ragwort","Asteraceae"
"SEFRO","","Senecio fremontii Torr. & A. Gray var. occidentalis A. Gray","dwarf mountain ragwort","Asteraceae"
"SEFRO","SEFRO2","Senecio fremontii Torr. & A. Gray ssp. occidentalis (A. Gray) G.W. Douglas & G. Ruyle-Douglas","","Asteraceae"
"SEHY","","Senecio hydrophiloides Rydb.","tall groundsel","Asteraceae"
"SEHY","SEFO","Senecio foetidus J.T. Howell","","Asteraceae"
"SEHY","SEFOH","Senecio foetidus J.T. Howell var. hydrophiloides (Rydb.) T.M. Barkley ex Cronquist","","Asteraceae"
"SEHY","SEPE5","Senecio pereziifolius Rydb.","","Asteraceae"
"SEHY2","","Senecio hydrophilus Nutt.","water ragwort","Asteraceae"
"SEHY2","SESA5","Senecio sandvicensis auct. non Less.","","Asteraceae"
"SEIN2","","Senecio integerrimus Nutt.","lambstongue ragwort","Asteraceae"
"SEINE","","Senecio integerrimus Nutt. var. exaltatus (Nutt.) Cronquist","Columbia ragwort","Asteraceae"
"SEINE","SECO12","Senecio columbianus Greene","","Asteraceae"
"SEINE","SEEX2","Senecio exaltatus Nutt.","","Asteraceae"
"SEINE","SEHO3","Senecio hookeri Torr. & A. Gray","","Asteraceae"
"SEINE","SEINV2","Senecio integerrimus Nutt. var. vaseyi (Greenm.) Cronquist","","Asteraceae"
"SEINE","SELUE2","Senecio lugens Richardson var. exaltatus (Nutt.) A. Gray","","Asteraceae"
"SEINE","SEVA2","Senecio vaseyi Greenm.","","Asteraceae"
"SEINM","","Senecio integerrimus Nutt. var. major (A. Gray) Cronquist","lambstongue ragwort","Asteraceae"
"SEMO3","","Senecio mohavensis A. Gray","Mojave ragwort","Asteraceae"
"SENEC","","Senecio L.","ragwort","Asteraceae"
"SEPA3","","Senecio pattersonensis Hoover","Mono ragwort","Asteraceae"
"SESC","","Senecio scorzonella Greene","Sierra ragwort","Asteraceae"
"SESC","SECO13","Senecio covillei Greene","","Asteraceae"
"SESC","SECOS","Senecio covillei Greene var. scorzonella (Greene) Jeps.","","Asteraceae"
"SESE2","","Senecio serra Hook.","tall ragwort","Asteraceae"
"SESES","","Senecio serra Hook. var. serra","tall ragwort","Asteraceae"
"SESES","SESEA2","Senecio serra Hook. var. altior Jeps.","","Asteraceae"
"SESES","SESEI","Senecio serra Hook. var. integriusculus A. Gray","","Asteraceae"
"SESP3","","Senecio spartioides Torr. & A. Gray","broom-like ragwort","Asteraceae"
"SESP4","","Senecio sphaerocephalus Greene","ballhead ragwort","Asteraceae"
"SESPS2","","Senecio spartioides Torr. & A. Gray var. spartioides","broom-like ragwort","Asteraceae"
"SESPS2","SESPG","Senecio spartioides Torr. & A. Gray var. granularis Maguire & A.H. Holmgren ex Cronquist","","Asteraceae"
"SESPS2","SETO6","Senecio toiyabensis S.L. Welsh & Goodrich","","Asteraceae"
"SETR","","Senecio triangularis Hook.","arrowleaf ragwort","Asteraceae"
"SETR","SEGI4","Senecio gibbsonsii Greene","","Asteraceae"
"SETR","SETRA","Senecio triangularis Hook. var. angustifolius G.N. Jones","","Asteraceae"
"SEVU","","Senecio vulgaris L.","old-man-in-the-Spring","Asteraceae"
"SILYB","","Silybum Adans.","milkthistle","Asteraceae"
"SIMA3","","Silybum marianum (L.) Gaertn.","blessed milkthistle","Asteraceae"
"SIMA3","CAMA32","Carduus marianus L.","","Asteraceae"
"SIMA3","MAMA27","Mariana mariana (L.) Hill, nom. inval.","","Asteraceae"
"SOAR2","","Sonchus arvensis L.","field sowthistle","Asteraceae"
"SOARA2","","Sonchus arvensis L. ssp. arvensis","field sowthistle","Asteraceae"
"SOARA2","SOARS2","Sonchus arvensis L. var. shumovichii B. Boivin","","Asteraceae"
"SOAS","","Sonchus asper (L.) Hill","spiny sowthistle","Asteraceae"
"SOAS","SOASA2","Sonchus asper (L.) Hill ssp. asper","","Asteraceae"
"SOAS","SOASG2","Sonchus asper (L.) Hill ssp. glaucescens (Jord.) J. Ball","","Asteraceae"
"SOAS","SONY2","Sonchus nymanii Tineo & Guss.","","Asteraceae"
"SOCA6","","Solidago canadensis L.","Canada goldenrod","Asteraceae"
"SOCAS","","Solidago canadensis L. var. salebrosa (Piper) M.E. Jones","rough Canada goldenrod","Asteraceae"
"SOCAS","SOCAE","Solidago canadensis L. ssp. elongata (Nutt.) D.D. Keck","","Asteraceae"
"SOCAS","SOCAS4","Solidago canadensis L. ssp. salebrosa (Piper) D.D. Keck","","Asteraceae"
"SOCAS","SOCAE2","Solidago canadensis L. var. elongata (Nutt.) M. Peck","","Asteraceae"
"SOCAS","SODU3","Solidago dumetorum Lunell","","Asteraceae"
"SOCAS","SOEL4","Solidago elongata Nutt.","","Asteraceae"
"SOCAS","SOLEE","Solidago lepida DC. var. elongata (Nutt.) Fernald","","Asteraceae"
"SOCAS","SOLEF","Solidago lepida DC. var. fallax Fernald","","Asteraceae"
"SOGI","","Solidago gigantea Aiton","giant goldenrod","Asteraceae"
"SOGI","ASLAS2","Aster latissimifolius (Mill.) Kuntze var. serotinus Kuntze","","Asteraceae"
"SOGI","SOGIS2","Solidago gigantea Aiton ssp. serotina (Kuntze) McNeill","","Asteraceae"
"SOGI","SOGIL","Solidago gigantea Aiton var. leiophylla Fernald","","Asteraceae"
"SOGI","SOGIP","Solidago gigantea Aiton var. pitcheri (Nutt.) Shinners","","Asteraceae"
"SOGI","SOGIS","Solidago gigantea Aiton var. serotina (Kuntze) Cronquist","","Asteraceae"
"SOGI","SOGIS3","Solidago gigantea Aiton var. shinnersii Beaudry","","Asteraceae"
"SOGI","SOLE6","Solidago ×leiophallax Friesner","","Asteraceae"
"SOGI","SOPI5","Solidago pitcheri Nutt.","","Asteraceae"
"SOGI","SOSE10","Solidago serotina Aiton, non Retz.","","Asteraceae"
"SOGI","SOSE9","Solidago serotinoides Á. Löve & D. Löve","","Asteraceae"
"SOLID","","Solidago L.","goldenrod","Asteraceae"
"SOMI2","","Solidago missouriensis Nutt.","Missouri goldenrod","Asteraceae"
"SOMIM","","Solidago missouriensis Nutt. var. missouriensis","Missouri goldenrod","Asteraceae"
"SOMIM","SOMIE","Solidago missouriensis Nutt. var. extraria A. Gray","","Asteraceae"
"SOMIM","SOMIM2","Solidago missouriensis Nutt. var. montana A. Gray","","Asteraceae"
"SOMU","","Solidago multiradiata Aiton","Rocky Mountain goldenrod","Asteraceae"
"SOMUS","","Solidago multiradiata Aiton var. scopulorum A. Gray","manyray goldenrod","Asteraceae"
"SOMUS","SOCI3","Solidago ciliosa Greene","","Asteraceae"
"SOMUS","SOMUS2","Solidago multiradiata Aiton ssp. scopulorum (A. Gray) W.A. Weber","","Asteraceae"
"SOMUS","SOSC3","Solidago scopulorum (A. Gray) A. Nelson","","Asteraceae"
"SONA","","Solidago nana Nutt.","baby goldenrod","Asteraceae"
"SONCH","","Sonchus L.","sowthistle","Asteraceae"
"SOOL","","Sonchus oleraceus L.","common sowthistle","Asteraceae"
"SOSI3","","Solidago simplex Kunth","Mt. Albert goldenrod","Asteraceae"
"SOSIS","","Solidago simplex Kunth ssp. simplex","Mt. Albert goldenrod","Asteraceae"
"SOSIS3","","Solidago simplex Kunth ssp. simplex var. simplex","Mt. Albert goldenrod","Asteraceae"
"SOSIS3","SOGL6","Solidago glutinosa Nutt.","","Asteraceae"
"SOSIS3","SONE4","Solidago neomexicana (A. Gray) Wooton & Standl.","","Asteraceae"
"SOSIS3","SOSPG2","Solidago spathulata DC. ssp. glutinosa (Nutt.) D.D. Keck","","Asteraceae"
"SOSIS3","SOSPN2","Solidago spathulata DC. var. neomexicana (A. Gray) Cronquist","","Asteraceae"
"SOSP3","","Solidago spectabilis (D.C. Eaton) A. Gray","Nevada goldenrod","Asteraceae"
"SOSPS6","","Solidago spectabilis (D.C. Eaton) A. Gray var. spectabilis","Nevada goldenrod","Asteraceae"
"SOVE6","","Solidago velutina DC.","threenerve goldenrod","Asteraceae"
"SOVE6","SOAR6","Solidago arizonica (A. Gray) Wooton & Standl.","","Asteraceae"
"SOVE6","SOCAN","Solidago californica Nutt. var. nevadensis A. Gray","","Asteraceae"
"SOVE6","SOCAA2","Solidago canadensis L. var. arizonica A. Gray","","Asteraceae"
"SOVE6","SOHO2","Solidago howellii Wooton & Standl.","","Asteraceae"
"SOVE6","SOSP5","Solidago sparsiflora A. Gray","","Asteraceae"
"SOVE6","SOSPS3","Solidago spathulata DC. var. subcinerea A. Gray","","Asteraceae"
"SOVE6","SOTR3","Solidago trinervata Greene","","Asteraceae"
"SOVE6","SOVEN","Solidago velutina DC. var. nevadensis (A. Gray) C.E.S. Taylor & R.J. Taylor","","Asteraceae"
"SPAR2","","Sphaeromeria argentea Nutt.","silver chickensage","Asteraceae"
"SPAR2","TANU2","Tanacetum nuttallii Torr. & A. Gray","","Asteraceae"
"SPCA7","","Sphaeromeria cana (D.C. Eaton) A. Heller","gray chickensage","Asteraceae"
"SPCA7","TACA15","Tanacetum canum D.C. Eaton","","Asteraceae"
"SPCO8","","Sphaeromeria compacta (H.M. Hall) A.H. Holmgren, L.M. Shultz & Lowrey","compact chickensage","Asteraceae"
"SPCO8","TACO3","Tanacetum compactum H.M. Hall","","Asteraceae"
"SPDI5","","Sphaeromeria diversifolia (D.C. Eaton) Rydb.","separateleaf chickensage","Asteraceae"
"SPDI5","TADI3","Tanacetum diversifolium D.C. Eaton","","Asteraceae"
"SPHAE3","","Sphaeromeria Nutt.","chickensage","Asteraceae"
"STAC","","Stenotus acaulis (Nutt.) Nutt.","stemless mock goldenweed","Asteraceae"
"STAC","HAAC","Haplopappus acaulis (Nutt.) A. Gray","","Asteraceae"
"STAC","HAACT","Haplopappus acaulis (Nutt.) A. Gray ssp. typicus H.M. Hall","","Asteraceae"
"STAC","HAACG","Haplopappus acaulis (Nutt.) A. Gray var. glabratus D.C. Eaton","","Asteraceae"
"STAC","STACA","Stenotus acaulis (Nutt.) Nutt. var. acaulis","","Asteraceae"
"STAC","STACG","Stenotus acaulis (Nutt.) Nutt. var. glabratus (D.C. Eaton) Kartesz & Gandhi","","Asteraceae"
"STENO7","","Stenotus Nutt.","mock goldenweed","Asteraceae"
"STEPH","","Stephanomeria Nutt.","wirelettuce","Asteraceae"
"STEX","","Stephanomeria exigua Nutt.","small wirelettuce","Asteraceae"
"STEXC3","","Stephanomeria exigua Nutt. ssp. coronaria (Greene) Gottlieb","whiteplume wirelettuce","Asteraceae"
"STEXC3","STCO27","Stephanomeria coronaria Greene","","Asteraceae"
"STEXC3","STEXC","Stephanomeria exigua Nutt. var. coronaria (Greene) Jeps.","","Asteraceae"
"STEXE","","Stephanomeria exigua Nutt. ssp. exigua","small wirelettuce","Asteraceae"
"STEXE","LYBI","Lygodesmia bigelovii (A. Gray) Shinners","","Asteraceae"
"STEXE","STEXP2","Stephanomeria exigua Nutt. ssp. pentachaeta D.C. Eaton","","Asteraceae"
"STEXE","STEXP","Stephanomeria exigua Nutt. var. pentachaeta (D.C. Eaton) H.M. Hall","","Asteraceae"
"STIN4","","Stylocline intertexta Morefield","Morefield's neststraw","Asteraceae"
"STLA","","Stephanomeria lactucina A. Gray","lettuce wirelettuce","Asteraceae"
"STLA7","","Stenotus lanuginosus (A. Gray) Greene","woolly mock goldenweed","Asteraceae"
"STLA7","HALA3","Haplopappus lanuginosus A. Gray","","Asteraceae"
"STLA7","HALAA2","Haplopappus lanuginosus A. Gray ssp. andersonii (Rydb.) H.M. Hall","","Asteraceae"
"STLA7","HALAT4","Haplopappus lanuginosus A. Gray ssp. typicus H.M. Hall","","Asteraceae"
"STLA7","HALAA","Haplopappus lanuginosus A. Gray var. andersonii (Rydb.) Cronquist","","Asteraceae"
"STLA7","STAN4","Stenotus andersonii Rydb.","","Asteraceae"
"STLA7","STLAA","Stenotus lanuginosus (A. Gray) Greene var. andersonii (Rydb.) H.M. Hall","","Asteraceae"
"STLA7","STLAL","Stenotus lanuginosus (A. Gray) Greene var. lanuginosus","","Asteraceae"
"STMI13","","Stephanomeria minor (Hook.) Nutt.","lesser wirelettuce","Asteraceae"
"STMI2","","Stylocline micropoides A. Gray","woollyhead neststraw","Asteraceae"
"STMIM","","Stephanomeria minor (Hook.) Nutt. var. minor","narrowleaf wirelettuce","Asteraceae"
"STMIM","STTE2","Stephanomeria tenuifolia (Raf.) H.M. Hall","","Asteraceae"
"STMIM2","","Stephanomeria minor (Hook.) Nutt. var. myrioclada (D.C. Eaton) Kartesz","narrowleaf wirelettuce","Asteraceae"
"STMIM2","STMY","Stephanomeria myrioclada D.C. Eaton","","Asteraceae"
"STMIM2","STTEM","Stephanomeria tenuifolia (Raf.) H.M. Hall var. myrioclada (D.C. Eaton) Cronquist","","Asteraceae"
"STPA2","","Stephanomeria paniculata Nutt.","tufted wirelettuce","Asteraceae"
"STPA3","","Stephanomeria parryi A. Gray","Parry's wirelettuce","Asteraceae"
"STPA4","","Stephanomeria pauciflora (Torr.) A. Nelson","brownplume wirelettuce","Asteraceae"
"STPA4","LYPA5","Lygodesmia pauciflora (Torr.) Shinners","","Asteraceae"
"STPA4","PTPA4","Ptiloria pauciflora (Torr.) Raf.","","Asteraceae"
"STPA4","STCI5","Stephanomeria cinerea (S.F. Blake) S.F. Blake","","Asteraceae"
"STPA4","STLY","Stephanomeria lygodesmoides M.E. Jones","","Asteraceae"
"STPA4","STNE6","Stephanomeria neomexicana (Greene) Cory","","Asteraceae"
"STPA4","STPAP3","Stephanomeria pauciflora (Torr.) A. Nelson var. parishii (Jeps.) Munz","","Asteraceae"
"STPA4","STPAP11","Stephanomeria pauciflora (Torr.) A. Nelson var. pauciflora","","Asteraceae"
"STPS","","Stylocline psilocarphoides M. Peck","baretwig neststraw","Asteraceae"
"STVI2","","Stephanomeria virgata Benth.","rod wirelettuce","Asteraceae"
"STVIP","","Stephanomeria virgata Benth. ssp. pleurocarpa (Greene) Gottlieb","wand wirelettuce","Asteraceae"
"STYLO","","Stylocline Nutt.","neststraw","Asteraceae"
"SYAS3","","Symphyotrichum ascendens (Lindl.) G.L. Nesom","western aster","Asteraceae"
"SYAS3","ASAD6","Aster adscendens Lindl.","","Asteraceae"
"SYAS3","ASAS5","Aster ascendens Lindl.","","Asteraceae"
"SYAS3","ASCHA","Aster chilensis Nees ssp. adscendens (Lindl.) Cronquist","","Asteraceae"
"SYAS3","ASMA14","Aster macounii Rydb.","","Asteraceae"
"SYAS3","ASSU15","Aster subgriseus Rydb.","","Asteraceae"
"SYAS3","VIAS2","Virgulaster ascendens (Lindl.) Semple","","Asteraceae"
"SYCA3","","Symphyotrichum campestre (Nutt.) G.L. Nesom","western meadow aster","Asteraceae"
"SYCAB","","Symphyotrichum campestre (Nutt.) G.L. Nesom var. bloomeri (A. Gray) G.L. Nesom","Bloomer's aster","Asteraceae"
"SYCAB","ASBL5","Aster bloomeri A. Gray","","Asteraceae"
"SYCAB","ASCAB2","Aster campestris Nutt. var. bloomeri (A. Gray) A. Gray","","Asteraceae"
"SYCAC","","Symphyotrichum campestre (Nutt.) G.L. Nesom var. campestre","western meadow aster","Asteraceae"
"SYCAC","ASCA6","Aster campestris Nutt.","","Asteraceae"
"SYCAC","VICA14","Virgulus campestris (Nutt.) Reveal & Keener","","Asteraceae"
"SYEA2","","Symphyotrichum eatonii (A. Gray) G.L. Nesom","Eaton's aster","Asteraceae"
"SYEA2","ASBR11","Aster bracteolatus auct. non Nutt. p.p.","","Asteraceae"
"SYEA2","ASCO36","Aster cordalenus L.F. Hend.","","Asteraceae"
"SYEA2","ASEA","Aster eatonii (A. Gray) Howell","","Asteraceae"
"SYEA2","ASFOE","Aster foliaceus Lindl. ex DC. var. eatonii A. Gray","","Asteraceae"
"SYEA2","ASME5","Aster mearnsii Rydb.","","Asteraceae"
"SYEA2","ASOR4","Aster oregonus auct. non (Nutt.) Torr. & A. Gray","","Asteraceae"
"SYEA2","SYBR2","Symphyotrichum bracteolatum auct. non (Nutt.) G.L. Nesom p.p.","","Asteraceae"
"SYEA2","SYBR4","Symphyotrichum bracteolatum (Nutt.) G.L. Nesom","","Asteraceae"
"SYEX","","Symphyotrichum expansum (Poepp. ex Spreng.) G.L. Nesom","southwestern annual saltmarsh aster","Asteraceae"
"SYEX","ASIN15","Aster inconspicuus Less.","","Asteraceae"
"SYEX","ASSUC","Aster subulatus Michx. var. cubensis (DC.) Shinners","","Asteraceae"
"SYEX","TRSUP","Tripolium subulatum (L.) Nees var. parviflorum Nees","","Asteraceae"
"SYFO2","","Symphyotrichum foliaceum (Lindl. ex DC.) G.L. Nesom","alpine leafybract aster","Asteraceae"
"SYFOA","","Symphyotrichum foliaceum (Lindl. ex DC.) G.L. Nesom var. apricum (A. Gray) G.L. Nesom","alpine leafybract aster","Asteraceae"
"SYFOA","ASAP2","Aster apricus (A. Gray) Rydb.","","Asteraceae"
"SYFOA","ASFOA","Aster foliaceus Lindl. ex DC. var. apricus A. Gray","","Asteraceae"
"SYFOA","ASSUA2","Aster subspicatus Nees var. apricus (A. Gray) B. Boivin","","Asteraceae"
"SYFOC","","Symphyotrichum foliaceum (Lindl. ex DC.) G.L. Nesom var. canbyi (A. Gray) G.L. Nesom","Canby's aster","Asteraceae"
"SYFOC","ASFOB","Aster foliaceus Lindl. ex DC. var. burkei A. Gray","","Asteraceae"
"SYFOC","ASFOC","Aster foliaceus Lindl. ex DC. var. canbyi A. Gray","","Asteraceae"
"SYFOC","ASPH4","Aster phyllodes Rydb.","","Asteraceae"
"SYFOC","ASTW2","Aster tweedyi Rydb.","","Asteraceae"
"SYFOP","","Symphyotrichum foliaceum (Lindl. ex DC.) G.L. Nesom var. parryi (D.C. Eaton) G.L. Nesom","Parry's aster","Asteraceae"
"SYFOP","ASASP","Aster ascendens Lindl. var. parryi D.C. Eaton","","Asteraceae"
"SYFOP","ASDI9","Aster diabolicus Piper","","Asteraceae"
"SYFOP","ASFOF2","Aster foliaceus Lindl. ex DC. var. frondeus A. Gray","","Asteraceae"
"SYFOP","ASFOP","Aster foliaceus Lindl. ex DC. var. parryi (D.C. Eaton) A. Gray","","Asteraceae"
"SYFOP","ASFOS3","Aster foliaceus Lindl. ex DC. var. subpetiolatus Fernald","","Asteraceae"
"SYFOP","ASFR8","Aster frondeus (A. Gray) Greene","","Asteraceae"
"SYFR","","Syntrichopappus fremontii A. Gray","yellowray Fremont's-gold","Asteraceae"
"SYFR2","","Symphyotrichum frondosum (Nutt.) G.L. Nesom","short-rayed alkali aster","Asteraceae"
"SYFR2","ASFR","Aster frondosus (Nutt.) Torr. & A. Gray","","Asteraceae"
"SYFR2","BRFR4","Brachyactis frondosa (Nutt.) A. Gray","","Asteraceae"
"SYFR2","TRFR3","Tripolium frondosum Nutt.","","Asteraceae"
"SYLA3","","Symphyotrichum laeve (L.) Á. Löve & D. Löve","smooth blue aster","Asteraceae"
"SYLA6","","Symphyotrichum lanceolatum (Willd.) G.L. Nesom","white panicle aster","Asteraceae"
"SYLAG","","Symphyotrichum laeve (L.) Á. Löve & D. Löve var. geyeri (A. Gray) G.L. Nesom","Geyer's aster","Asteraceae"
"SYLAG","ASGE3","Aster geyeri (A. Gray) Howell","","Asteraceae"
"SYLAG","ASLAG","Aster laevis L. var. geyeri A. Gray","","Asteraceae"
"SYLAG","ASLAG3","Aster laevis L. var. guadalupensis A.G. Jones","","Asteraceae"
"SYLAG","ASPI8","Aster pickettianus Suksd.","","Asteraceae"
"SYLAH","","Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. hesperium (A. Gray) G.L. Nesom","white panicle aster","Asteraceae"
"SYLAH6","","Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. hesperium (A. Gray) G.L. Nesom var. hesperium","white panicle aster","Asteraceae"
"SYLAH6","ASHE","Aster hesperius A. Gray","","Asteraceae"
"SYLAH6","ASHEL","Aster hesperius A. Gray var. laetevirens (Greene) Cronquist","","Asteraceae"
"SYLAH6","ASHEW","Aster hesperius A. Gray var. wootonii Greene","","Asteraceae"
"SYLAH6","ASLA11","Aster laetevirens Greene","","Asteraceae"
"SYLAH6","ASLAH2","Aster lanceolatus Willd. ssp. hesperius (A. Gray) Semple & Chmielewski","","Asteraceae"
"SYLAH6","ASOS2","Aster osterhoutii Rydb.","","Asteraceae"
"SYLAH6","ASWO4","Aster wootonii (Greene) Greene","","Asteraceae"
