"Symbol","Synonym Symbol","Scientific Name with Author","National Common Name","Family"
"ASVEP","","Asclepias vestita Hook. & Arn. ssp. parishii (Jeps.) Woodson","Parish's woolly milkweed","Asclepiadaceae"
"ASVEP","ASVEP2","Asclepias vestita Hook. & Arn. var. parishii Jeps.","","Asclepiadaceae"
"ASVEV","","Asclepias vestita Hook. & Arn. ssp. vestita","woolly milkweed","Asclepiadaceae"
"CALOT","","Calotropis R. Br.","calotropis","Asclepiadaceae"
"CAPR","","Calotropis procera (Aiton) W.T. Aiton","roostertree","Asclepiadaceae"
"CAPR","ASPR15","Asclepias procera Aiton","","Asclepiadaceae"
"CYLO11","","Cynanchum louiseae Kartesz & Gandhi","Louise's swallow-wort","Asclepiadaceae"
"CYLO11","CYNI","Cynanchum nigrum (L.) Pers., non Cav.","","Asclepiadaceae"
"CYLO11","VINI3","Vincetoxicum nigrum (L.) Moench","","Asclepiadaceae"
"CYNAN","","Cynanchum L.","swallow-wort","Asclepiadaceae"
"CYUT","","Cynanchum utahense (Engelm.) Woodson","Utah swallow-wort","Asclepiadaceae"
"CYUT","ASUT2","Astephanus utahensis Engelm.","","Asclepiadaceae"
"FUCY","","Funastrum cynanchoides (Decne.) Schltr.","fringed twinevine","Asclepiadaceae"
"FUCYH","","Funastrum cynanchoides (Decne.) Schltr. ssp. heterophyllum (Engelm. ex Torr.) Kartesz","Hartweg's twinevine","Asclepiadaceae"
"FUCYH","FUCYH2","Funastrum cynanchoides (Decne.) Schltr. var. hartwegii (Vail) Krings","","Asclepiadaceae"
"FUCYH","FUHE","Funastrum heterophyllum (Engelm. ex Torr.) Standl.","","Asclepiadaceae"
"FUCYH","FULI","Funastrum lineare (Decne.) J.F. Macbr.","","Asclepiadaceae"
"FUCYH","PHHE15","Philibertia heterophylla (Engelm. ex Torr.) Jeps.","","Asclepiadaceae"
"FUCYH","SACYH2","Sarcostemma cynanchoides Decne. ssp. hartwegii (Vail) R. Holm","","Asclepiadaceae"
"FUCYH","SACYH","Sarcostemma cynanchoides Decne. var. hartwegii (Vail) Shinners","","Asclepiadaceae"
"FUHI","","Funastrum hirtellum (A. Gray) Schltr.","hairy milkweed","Asclepiadaceae"
"FUHI","PHHI11","Philibertia hirtella (A. Gray) Parish","","Asclepiadaceae"
"FUHI","SAHI2","Sarcostemma hirtellum (A. Gray) R. Holm","","Asclepiadaceae"
"FUNAS","","Funastrum Fourn.","twinevine","Asclepiadaceae"
"MAPA9","","Matelea parvifolia (Torr.) Woodson","spearleaf","Asclepiadaceae"
"MAPA9","GOCA3","Gonolobus californicus Jeps.","","Asclepiadaceae"
"MAPA9","GOPA4","Gonolobus parvifolius Torr.","","Asclepiadaceae"
"MATEL","","Matelea Aubl.","milkvine","Asclepiadaceae"
"ASPLE","","Asplenium L.","spleenwort","Aspleniaceae"
"ASSE","","Asplenium septentrionale (L.) Hoffm.","forked spleenwort","Aspleniaceae"
"ASTR10","","Asplenium trichomanes-ramosum L.","brightgreen spleenwort","Aspleniaceae"
"ASTR10","ASVI10","Asplenium viride Huds.","","Aspleniaceae"
"ASTR2","","Asplenium trichomanes L.","maidenhair spleenwort","Aspleniaceae"
"ASTRT","","Asplenium trichomanes L. ssp. trichomanes","maidenhair spleenwort","Aspleniaceae"
"ASVE3","","Asplenium vespertinum Maxon","western spleenwort","Aspleniaceae"
"ACAMP","","Acamptopappus (A. Gray) A. Gray","goldenhead","Asteraceae"
"ACFI","","Achillea filipendulina Lam.","fernleaf yarrow","Asteraceae"
"ACHIL","","Achillea L.","yarrow","Asteraceae"
"ACHYR","","Achyrachaena Schauer","blow wives","Asteraceae"
"ACMI2","","Achillea millefolium L.","common yarrow","Asteraceae"
"ACMI3","","Acourtia microcephala DC.","sacapellote","Asteraceae"
"ACMI3","PEMI11","Perezia microcephala (DC.) A. Gray","","Asteraceae"
"ACMIA","","Achillea millefolium L. var. alpicola (Rydb.) Garrett","common yarrow","Asteraceae"
"ACMIA","ACAL11","Achillea alpicola (Rydb.) Rydb.","","Asteraceae"
"ACMIA","ACFU","Achillea fusca Rydb.","","Asteraceae"
"ACMIA","ACLAA","Achillea lanulosa Nutt. ssp. alpicola (Rydb.) D.D. Keck","","Asteraceae"
"ACMIA","ACLAA2","Achillea lanulosa Nutt. var. alpicola Rydb.","","Asteraceae"
"ACMIA","ACMIF","Achillea millefolium L. var. fusca (Rydb.) G.N. Jones","","Asteraceae"
"ACMIA","ACSU3","Achillea subalpina Greene","","Asteraceae"
"ACMIA2","","Achillea millefolium L. var. arenicola (A. Heller) Nobs","common yarrow","Asteraceae"
"ACMIA2","ACAR6","Achillea arenicola A. Heller","","Asteraceae"
"ACMIA2","ACBOA","Achillea borealis Bong. ssp. arenicola (A. Heller) D.D. Keck","","Asteraceae"
"ACMIA2","ACBOA2","Achillea borealis Bong. var. arenicola (A. Heller) J.T. Howell","","Asteraceae"
"ACMIA2","ACMIM4","Achillea millefolium L. var. maritima Jeps.","","Asteraceae"
"ACMIC","","Achillea millefolium L. var. californica (Pollard) Jeps.","California yarrow","Asteraceae"
"ACMIC","ACBOC","Achillea borealis Bong. ssp. californica (Pollard) D.D. Keck","","Asteraceae"
"ACMIC","ACBOC2","Achillea borealis Bong. var. californica (Pollard) J.T. Howell","","Asteraceae"
"ACMIC","ACCA7","Achillea californica Pollard","","Asteraceae"
"ACMIG","","Achillea millefolium L. var. gigantea (Pollard) Nobs","giant yarrow","Asteraceae"
"ACMIG","ACGI2","Achillea gigantea Pollard","","Asteraceae"
"ACMIM2","","Achillea millefolium L. var. millefolium","common yarrow","Asteraceae"
"ACMIM2","ACMA14","Achillea magna auct.","","Asteraceae"
"ACMIO","","Achillea millefolium L. var. occidentalis DC.","western yarrow","Asteraceae"
"ACMIO","ACAN7","Achillea angustissima Rydb.","","Asteraceae"
"ACMIO","ACAS2","Achillea aspleniifolia auct. non Vent.","","Asteraceae"
"ACMIO","ACER2","Achillea eradiata Piper","","Asteraceae"
"ACMIO","ACGR5","Achillea gracilis Raf.","","Asteraceae"
"ACMIO","ACLA5","Achillea lanulosa Nutt.","","Asteraceae"
"ACMIO","ACLAT","Achillea lanulosa Nutt. ssp. typica D.D. Keck","","Asteraceae"
"ACMIO","ACLAA3","Achillea lanulosa Nutt. var. arachnoidea Lunell","","Asteraceae"
"ACMIO","ACLAE","Achillea lanulosa Nutt. var. eradiata (Piper) M. Peck","","Asteraceae"
"ACMIO","ACLA3","Achillea laxiflora Pollard & Cockerell","","Asteraceae"
"ACMIO","ACMIL","Achillea millefolium L. ssp. lanulosa (Nutt.) Piper","","Asteraceae"
"ACMIO","ACMIO2","Achillea millefolium L. ssp. occidentalis (DC.) Hyl.","","Asteraceae"
"ACMIO","ACMIP5","Achillea millefolium L. ssp. pallidotegula B. Boivin","","Asteraceae"
"ACMIO","ACMIA4","Achillea millefolium L. var. aspleniifolia (Vent.) Farw.","","Asteraceae"
"ACMIO","ACMIG2","Achillea millefolium L. var. gracilis (Raf.) Raf. ex DC.","","Asteraceae"
"ACMIO","ACMIL3","Achillea millefolium L. var. lanulosa (Nutt.) Piper","","Asteraceae"
"ACMIO","ACMIR","Achillea millefolium L. var. rosea (Desf.) Torr. & A. Gray","","Asteraceae"
"ACMIO","ACMIR2","Achillea millefolium L. var. russeolata B. Boivin","","Asteraceae"
"ACMIO","ACOC","Achillea occidentalis (DC.) Raf. ex Rydb.","","Asteraceae"
"ACMIO","ACRO4","Achillea rosea Desf.","","Asteraceae"
"ACMIO","ACTO3","Achillea tomentosa Pursh, non L.","","Asteraceae"
"ACMIP","","Achillea millefolium L. var. pacifica (Rydb.) G.N. Jones","Pacific yarrow","Asteraceae"
"ACMIP","ACPA5","Achillea pacifica Rydb.","","Asteraceae"
"ACMIP2","","Achillea millefolium L. var. puberula (Rydb.) Nobs","common yarrow","Asteraceae"
"ACMIP2","ACPU2","Achillea puberula Rydb.","","Asteraceae"
"ACMO2","","Achyrachaena mollis Schauer","blow wives","Asteraceae"
"ACOUR","","Acourtia D. Don","desertpeony","Asteraceae"
"ACRE3","","Acroptilon repens (L.) DC.","hardheads","Asteraceae"
"ACRE3","CEPI3","Centaurea picris Pall. ex Willd.","","Asteraceae"
"ACRE3","CERE6","Centaurea repens L.","","Asteraceae"
"ACROP","","Acroptilon Cass.","hardheads","Asteraceae"
"ACSH","","Acamptopappus shockleyi A. Gray","Shockley's goldenhead","Asteraceae"
"ACSP","","Acamptopappus sphaerocephalus (Harv. & A. Gray ex A. Gray) A. Gray","rayless goldenhead","Asteraceae"
"ACSPH","","Acamptopappus sphaerocephalus (Harv. & A. Gray ex A. Gray) A. Gray var. hirtellus S.F. Blake","rayless goldenhead","Asteraceae"
"ACSPS2","","Acamptopappus sphaerocephalus (Harv. & A. Gray ex A. Gray) A. Gray var. sphaerocephalus","rayless goldenhead","Asteraceae"
"ACSPS2","APSP2","Aplopappus sphaerocephalus Harv. & A. Gray ex A. Gray","","Asteraceae"
"ADBI","","Adenocaulon bicolor Hook.","American trailplant","Asteraceae"
"ADCO2","","Adenophyllum cooperi (A. Gray) Strother","Cooper's dogweed","Asteraceae"
"ADCO2","DYCO2","Dyssodia cooperi A. Gray","","Asteraceae"
"ADENO","","Adenocaulon Hook.","trailplant","Asteraceae"
"ADENO5","","Adenophyllum Pers.","dogweed","Asteraceae"
"ADPO","","Adenophyllum porophylloides (A. Gray) Strother","San Felipe dogweed","Asteraceae"
"ADPO","DYPO","Dyssodia porophylloides A. Gray","","Asteraceae"
"AGAD2","","Ageratina adenophora (Spreng.) R.M. King & H. Rob.","sticky snakeroot","Asteraceae"
"AGAD2","EUAD2","Eupatorium adenophorum Spreng.","","Asteraceae"
"AGAD2","EUGL8","Eupatorium glandulosum Kunth, non Michx.","","Asteraceae"
"AGAP2","","Agoseris apargioides (Less.) Greene","woolly goat chicory","Asteraceae"
"AGAPA","","Agoseris apargioides (Less.) Greene var. apargioides","woolly goat chicory","Asteraceae"
"AGAPA","AGHI4","Agoseris hirsuta (Hook.) Greene","","Asteraceae"
"AGAPA","TRAP2","Troximon apargioides Less.","","Asteraceae"
"AGAPE","","Agoseris apargioides (Less.) Greene var. eastwoodiae (Fedde) Munz","woolly goat chicory","Asteraceae"
"AGAPE","AGEA","Agoseris eastwoodiae Fedde","","Asteraceae"
"AGAPM","","Agoseris apargioides (Less.) Greene var. maritima (Sheldon) Q. Jones ex Cronquist","woolly goat chicory","Asteraceae"
"AGAPM","AGAPM2","Agoseris apargioides (Less.) Greene ssp. maritima (Sheldon) Q. Jones","","Asteraceae"
"AGAPM","AGMA4","Agoseris maritima Sheldon","","Asteraceae"
"AGAU2","","Agoseris aurantiaca (Hook.) Greene","orange agoseris","Asteraceae"
"AGAUA","","Agoseris aurantiaca (Hook.) Greene var. aurantiaca","orange agoseris","Asteraceae"
"AGAUA","AGGR7","Agoseris graminifolia Greene","","Asteraceae"
"AGAUA","AGRO2","Agoseris rostrata Rydb.","","Asteraceae"
"AGAUA","TRAU8","Troximon aurantiacum Hook.","","Asteraceae"
"AGBO4","","Agnorhiza bolanderi (A. Gray) W.A. Weber","Bolander's mule-ears","Asteraceae"
"AGBO4","BABO3","Balsamorhiza bolanderi A. Gray","","Asteraceae"
"AGBO4","WYBO","Wyethia bolanderi (A. Gray) W.A. Weber","","Asteraceae"
"AGCO","","Ageratum conyzoides L.","tropical whiteweed","Asteraceae"
"AGDA3","","Agoseris ×dasycarpa Greene (pro sp.) [glauca var. glauca × monticola]","agoseris","Asteraceae"
"AGEL","","Agoseris elata (Nutt.) Greene","tall agoseris","Asteraceae"
"AGEL","STEL4","Stylopappus elatus Nutt.","","Asteraceae"
"AGEL8","","Agnorhiza elata (H.M. Hall) W.A. Weber","Hall's mule-ears","Asteraceae"
"AGEL8","WYEL","Wyethia elata H.M. Hall","","Asteraceae"
"AGERA","","Ageratum L.","whiteweed","Asteraceae"
"AGERA2","","Ageratina Spach","snakeroot","Asteraceae"
"AGGL","","Agoseris glauca (Pursh) Raf.","pale agoseris","Asteraceae"
"AGGLG","","Agoseris glauca (Pursh) Raf. var. glauca","pale agoseris","Asteraceae"
"AGGLG","AGTU3","Agoseris turbinata Rydb.","","Asteraceae"
"AGGLG","TRGL7","Troximon glaucum Pursh","","Asteraceae"
"AGGLL","","Agoseris glauca (Pursh) Raf. var. laciniata (D.C. Eaton) Smiley","false agoseris","Asteraceae"
"AGGLL","AGAR5","Agoseris arizonica Greene","","Asteraceae"
"AGGLL","AGGLP","Agoseris glauca (Pursh) Raf. var. parviflora (Nutt.) Rydb.","","Asteraceae"
"AGGLL","AGPA14","Agoseris parviflora (Nutt.) Greene","","Asteraceae"
"AGGLL","MAGLL","Macrorhynchus glaucus (Pursh) D.C. Eaton var. laciniatus D.C. Eaton","","Asteraceae"
"AGGLL","TRPA12","Troximon parviflorum Nutt.","","Asteraceae"
"AGGLM","","Agoseris glauca (Pursh) Raf. var. monticola (Greene) Q. Jones ex Cronquist","pale agoseris","Asteraceae"
"AGGLM","AGMO5","Agoseris monticola Greene","","Asteraceae"
"AGGR","","Agoseris grandiflora (Nutt.) Greene","bigflower agoseris","Asteraceae"
"AGGR","AGGRL","Agoseris grandiflora (Nutt.) Greene var. leptophylla G.I. Baird","","Asteraceae"
"AGGR","AGLA6","Agoseris laciniata (Nutt.) Greene","","Asteraceae"
"AGGR","AGPL3","Agoseris plebeja (Greene) Greene","","Asteraceae"
"AGGR","TRGR13","Troximon grandiflorum Nutt.","","Asteraceae"
"AGHE2","","Agoseris heterophylla (Nutt.) Greene","annual agoseris","Asteraceae"
"AGHE5","","Ageratina herbacea (A. Gray) R.M. King & H. Rob.","fragrant snakeroot","Asteraceae"
"AGHE5","EUHE7","Eupatorium herbaceum (A. Gray) Greene","","Asteraceae"
"AGHEC","","Agoseris heterophylla (Nutt.) Greene var. crenulata Jeps.","annual agoseris","Asteraceae"
"AGHEH","","Agoseris heterophylla (Nutt.) Greene var. heterophylla","annual agoseris","Asteraceae"
"AGHEH","AGHEC2","Agoseris heterophylla (Nutt.) Greene ssp. californica (Nutt.) Piper","","Asteraceae"
"AGHEH","AGHEN","Agoseris heterophylla (Nutt.) Greene ssp. normalis Piper","","Asteraceae"
"AGHEH","AGHEC3","Agoseris heterophylla (Nutt.) Greene var. cryptopleura Jeps.","","Asteraceae"
"AGHEH","AGHEK","Agoseris heterophylla (Nutt.) Greene var. kymapleura Greene","","Asteraceae"
"AGHEH","MAHE4","Macrorhynchus heterophyllus Nutt.","","Asteraceae"
"AGHET","","Agoseris heterophylla (Nutt.) Greene var. turgida (H.M. Hall) Jeps.","annual agoseris","Asteraceae"
"AGIN8","","Agnorhiza invenusta (Greene) W.A. Weber","Coville's mule-ears","Asteraceae"
"AGIN8","WYIN","Wyethia invenusta (Greene) W.A. Weber","","Asteraceae"
"AGNOR","","Agnorhiza (Jeps.) W.A. Weber","mule-ears","Asteraceae"
"AGOC2","","Ageratina occidentalis (Hook.) R.M. King & H. Rob.","western snakeroot","Asteraceae"
"AGOC2","EUOC5","Eupatorium occidentale Hook.","","Asteraceae"
"AGOSE","","Agoseris Raf.","agoseris","Asteraceae"
"AGOV","","Agnorhiza ovata (Torr. & A. Gray ex Torr.) W.A. Weber","southern mule-ears","Asteraceae"
"AGOV","WYOV","Wyethia ovata Torr. & A. Gray ex Torr.","","Asteraceae"
"AGRE","","Agoseris retrorsa (Benth.) Greene","spearleaf agoseris","Asteraceae"
"AGRE","MARE7","Macrorhynchus retrorsus Benth.","","Asteraceae"
"AGRE8","","Agnorhiza reticulata (Greene) W.A. Weber","El Dorado mule-ears","Asteraceae"
"AGRE8","WYRE","Wyethia reticulata Greene","","Asteraceae"
"AGSH2","","Ageratina shastensis (D.W. Taylor & Stebbins) R.M. King & H. Rob.","Shasta snakeroot","Asteraceae"
"AGSH2","EUSH","Eupatorium shastense D.W. Taylor & Stebbins","","Asteraceae"
"ALMUT2","","Almutaster Á. Löve & D. Löve","alkali marsh aster","Asteraceae"
"ALPA14","","Almutaster pauciflorus (Nutt.) Á. Löve & D. Löve","alkali marsh aster","Asteraceae"
"ALPA14","ASHY6","Aster hydrophilus Greene ex Wooton & Standl.","","Asteraceae"
"ALPA14","ASPA8","Aster pauciflorus Nutt.","","Asteraceae"
"AMAC2","","Ambrosia acanthicarpa Hook.","flatspine bur ragweed","Asteraceae"
"AMAC2","FRAC2","Franseria acanthicarpa (Hook.) Coville","","Asteraceae"
"AMAC2","GAAC2","Gaertneria acanthicarpa (Hook.) Britton","","Asteraceae"
"AMAM2","","Ambrosia ambrosioides (Cav.) Payne","ambrosia leaf bur ragweed","Asteraceae"
"AMAM2","FRAM3","Franseria ambrosioides Cav.","","Asteraceae"
"AMAR2","","Ambrosia artemisiifolia L.","annual ragweed","Asteraceae"
"AMARE","","Ambrosia artemisiifolia L. var. elatior (L.) Descourtils","annual ragweed","Asteraceae"
"AMARE","AMEL2","Ambrosia elatior L.","","Asteraceae"
"AMBER","","Amberboa (Pers.) Less.","amberboa","Asteraceae"
"AMBLY2","","Amblyopappus Hook. & Arn.","amblyopappus","Asteraceae"
"AMBRO","","Ambrosia L.","ragweed","Asteraceae"
"AMCH4","","Ambrosia chamissonis (Less.) Greene","silver bur ragweed","Asteraceae"
"AMCH4","AMCHB","Ambrosia chamissonis (Less.) Greene var. bipinnatisecta (Less.) J.T. Howell","","Asteraceae"
"AMCH4","FRCH4","Franseria chamissonis Less.","","Asteraceae"
"AMCH4","FRCHB","Franseria chamissonis Less. ssp. bipinnatisecta (Less.) Wiggins & Stockw.","","Asteraceae"
"AMCH4","FRCHB2","Franseria chamissonis Less. var. bipinnatisecta Less.","","Asteraceae"
"AMCH5","","Ambrosia chenopodiifolia (Benth.) Payne","San Diego bur ragweed","Asteraceae"
"AMCH5","FRCH5","Franseria chenopodiifolia Benth.","","Asteraceae"
"AMCO3","","Ambrosia confertiflora DC.","weakleaf bur ragweed","Asteraceae"
"AMCO3","FRCO3","Franseria confertiflora (DC.) Rydb.","","Asteraceae"
"AMCO3","FRST3","Franseria strigulosa Rydb.","","Asteraceae"
"AMCO3","GATE6","Gaertneria tenuifolia Harv. & A. Gray","","Asteraceae"
"AMDU2","","Ambrosia dumosa (A. Gray) Payne","burrobush","Asteraceae"
"AMDU2","FRDU2","Franseria dumosa A. Gray","","Asteraceae"
"AMER","","Ambrosia eriocentra (A. Gray) Payne","woolly fruit bur ragweed","Asteraceae"
"AMER","FRER2","Franseria eriocentra A. Gray","","Asteraceae"
"AMFR2","","Amphipappus fremontii Torr. & A. Gray ex A. Gray","Fremont's chaffbush","Asteraceae"
"AMFRF","","Amphipappus fremontii Torr. & A. Gray ex A. Gray ssp. fremontii","Fremont's chaffbush","Asteraceae"
"AMFRF","AMFRF2","Amphipappus fremontii Torr. & A. Gray ex A. Gray var. fremontii","","Asteraceae"
"AMFRS2","","Amphipappus fremontii Torr. & A. Gray ex A. Gray ssp. spinosus (A. Nelson) D.D. Keck","Fremont's chaffbush","Asteraceae"
"AMFRS2","AMSP4","Amphiachyris spinosa A. Nelson","","Asteraceae"
"AMFRS2","AMFRS","Amphipappus fremontii Torr. & A. Gray ex A. Gray var. spinosus (A. Nelson) Ced. Porter","","Asteraceae"
"AMIL2","","Ambrosia ilicifolia (A. Gray) Payne","hollyleaf bur ragweed","Asteraceae"
"AMIL2","FRIL2","Franseria ilicifolia A. Gray","","Asteraceae"
"AMMO","","Amberboa moschata (L.) DC.","sweetsultan","Asteraceae"
"AMMO","CEMO3","Centaurea moschata L.","","Asteraceae"
"AMPHI3","","Amphipappus Torr. & A. Gray","chaffbush","Asteraceae"
"AMPS","","Ambrosia psilostachya DC.","Cuman ragweed","Asteraceae"
"AMPS","AMCA10","Ambrosia californica Rydb.","","Asteraceae"
"AMPS","AMCO5","Ambrosia coronopifolia Torr. & A. Gray","","Asteraceae"
"AMPS","AMCU2","Ambrosia cumanensis auct. non Kunth","","Asteraceae"
"AMPS","AMPSC","Ambrosia psilostachya DC. var. californica (Rydb.) S.F. Blake","","Asteraceae"
"AMPS","AMPSC2","Ambrosia psilostachya DC. var. coronopifolia (Torr. & A. Gray) Farw.","","Asteraceae"
"AMPS","AMPSL","Ambrosia psilostachya DC. var. lindheimeriana (Scheele) Blank.","","Asteraceae"
"AMPS","AMRU2","Ambrosia rugelii Rydb.","","Asteraceae"
"AMPU3","","Amblyopappus pusillus Hook. & Arn.","dwarf coastweed","Asteraceae"
"AMPU4","","Ambrosia pumila (Nutt.) A. Gray","dwarf bur ragweed","Asteraceae"
"AMPU4","FRPU5","Franseria pumila Nutt.","","Asteraceae"
"AMTR","","Ambrosia trifida L.","great ragweed","Asteraceae"
"AMTRT2","","Ambrosia trifida L. var. trifida","great ragweed","Asteraceae"
"AMTRT2","AMTRI","Ambrosia trifida L. var. integrifolia (Muhl. ex Willd.) Torr. & A. Gray","","Asteraceae"
"ANAC","","Anisocoma acaulis Torr. & A. Gray","scalebud","Asteraceae"
"ANAPH","","Anaphalis DC.","pearly everlasting","Asteraceae"
"ANAR5","","Antennaria argentea Benth.","silver pussytoes","Asteraceae"
"ANAR5","ANLUA","Antennaria luzuloides Torr. & A. Gray var. argentea (Benth.) A. Gray","","Asteraceae"
"ANAR6","","Anthemis arvensis L.","corn chamomile","Asteraceae"
"ANAR6","ANARA2","Anthemis arvensis L. var. agrestis (Wallr.) DC.","","Asteraceae"
"ANCIS2","","Ancistrocarphus A. Gray","neststraw","Asteraceae"
"ANCO","","Antennaria corymbosa E.E. Nelson","flat-top pussytoes","Asteraceae"
"ANCO","ANAC6","Antennaria acuta Rydb.","","Asteraceae"
"ANCO","ANDIC","Antennaria dioica (L.) Gaertn. var. corymbosa (E.E. Nelson) Jeps.","","Asteraceae"
"ANCO","ANHY2","Antennaria hygrophila Greene","","Asteraceae"
"ANCO","ANNA2","Antennaria nardina Greene","","Asteraceae"
"ANCO2","","Anthemis cotula L.","stinking chamomile","Asteraceae"
"ANCO2","MACO22","Maruta cotula (L.) DC.","","Asteraceae"
"ANDI2","","Antennaria dimorpha (Nutt.) Torr. & A. Gray","low pussytoes","Asteraceae"
"ANDI2","ANDII","Antennaria dimorpha (Nutt.) Torr. & A. Gray var. integra L.F. Hend.","","Asteraceae"
"ANDI2","ANDIL","Antennaria dimorpha (Nutt.) Torr. & A. Gray var. latisquama (Piper) M. Peck","","Asteraceae"
"ANDI2","ANDIM","Antennaria dimorpha (Nutt.) Torr. & A. Gray var. macrocephala D.C. Eaton","","Asteraceae"
"ANDI2","ANLA6","Antennaria latisquama Piper","","Asteraceae"
"ANDI2","ANMA8","Antennaria macrocephala (D.C. Eaton) Rydb.","","Asteraceae"
"ANDI2","GNDI","Gnaphalium dimorphum Nutt.","","Asteraceae"
"ANFI3","","Ancistrocarphus filagineus A. Gray","false neststraw","Asteraceae"
"ANFI3","STFI","Stylocline filaginea (A. Gray) A. Gray","","Asteraceae"
"ANFI3","STFID","Stylocline filaginea (A. Gray) A. Gray var. depressa Jeps.","","Asteraceae"
"ANFL2","","Antennaria flagellaris (A. Gray) A. Gray","whip pussytoes","Asteraceae"
"ANFL2","ANDIF","Antennaria dimorpha (Nutt.) Torr. & A. Gray var. flagellaris A. Gray","","Asteraceae"
"ANGE3","","Antennaria geyeri A. Gray","pinewoods pussytoes","Asteraceae"
"ANGE3","GNAL2","Gnaphalium alienum Hook. & Arn.","","Asteraceae"
"ANHO","","Antennaria howellii Greene","Howell's pussytoes","Asteraceae"
"ANHOH","","Antennaria howellii Greene ssp. howellii","Howell's pussytoes","Asteraceae"
"ANHOH","ANCA31","Antennaria callilepis Greene","","Asteraceae"
"ANHOH","ANEX4","Antennaria eximia Greene","","Asteraceae"
"ANHOH","ANNEH2","Antennaria neglecta Greene ssp. howellii (Greene) Hultén","","Asteraceae"
"ANHOH","ANNEH","Antennaria neglecta Greene var. howellii (Greene) Cronquist","","Asteraceae"
"ANHOH","ANNEH3","Antennaria neodioica Greene ssp. howellii (Greene) Bayer","","Asteraceae"
"ANISO3","","Anisocoma Torr. & A. Gray","anisocoma","Asteraceae"
"ANISO5","","Anisocarpus Nutt.","tarweed","Asteraceae"
"ANLA7","","Antheropeas lanosum (A. Gray) Rydb.","white easterbonnets","Asteraceae"
"ANLA7","ERLA15","Eriophyllum lanosum (A. Gray) A. Gray","","Asteraceae"
"ANLU2","","Antennaria luzuloides Torr. & A. Gray","rush pussytoes","Asteraceae"
"ANLUA2","","Antennaria luzuloides Torr. & A. Gray ssp. aberrans (E.E. Nelson) Bayer & Stebbins","rush pussytoes","Asteraceae"
"ANLUA2","ANARA4","Antennaria argentea Benth. ssp. aberrans E.E. Nelson","","Asteraceae"
"ANLUA2","ANLUM","Antennaria luzuloides Torr. & A. Gray var. microcephala (A. Gray) Cronquist","","Asteraceae"
"ANLUA2","ANMI2","Antennaria microcephala A. Gray","","Asteraceae"
"ANLUA2","ANPY2","Antennaria pyramidata Greene","","Asteraceae"
"ANLUL","","Antennaria luzuloides Torr. & A. Gray ssp. luzuloides","rush pussytoes","Asteraceae"
"ANLUL","ANLUO","Antennaria luzuloides Torr. & A. Gray var. oblanceolata (Rydb.) M. Peck","","Asteraceae"
"ANLUL","ANOB4","Antennaria oblanceolata Rydb.","","Asteraceae"
"ANMA","","Anaphalis margaritacea (L.) Benth.","western pearly everlasting","Asteraceae"
"ANMA","ANMAA","Anaphalis margaritacea (L.) Benth. var. angustior (Miq.) Nakai","","Asteraceae"
"ANMA","ANMAI","Anaphalis margaritacea (L.) Benth. var. intercedens H. Hara","","Asteraceae"
"ANMA","ANMAO","Anaphalis margaritacea (L.) Benth. var. occidentalis Greene","","Asteraceae"
"ANMA","ANMAR","Anaphalis margaritacea (L.) Benth. var. revoluta Suksd.","","Asteraceae"
"ANMA","ANMAS","Anaphalis margaritacea (L.) Benth. var. subalpina A. Gray","","Asteraceae"
"ANMA","ANOC8","Anaphalis occidentalis (Greene) A. Heller","","Asteraceae"
"ANMA","GNMA2","Gnaphalium margaritaceum L.","","Asteraceae"
"ANMA5","","Antennaria marginata Greene","whitemargin pussytoes","Asteraceae"
"ANMA5","ANDIM2","Antennaria dioica (L.) Gaertn. var. marginata (Greene) Jeps.","","Asteraceae"
"ANMA5","ANFE","Antennaria fendleri Greene","","Asteraceae"
"ANMA5","ANPE10","Antennaria peramoena Greene","","Asteraceae"
"ANME2","","Antennaria media Greene","Rocky Mountain pussytoes","Asteraceae"
"ANME2","ANALM","Antennaria alpina (L.) Gaertn. var. media (Greene) Jeps.","","Asteraceae"
"ANME2","ANAU","Antennaria austromontana E.E. Nelson","","Asteraceae"
"ANME2","ANCA24","Antennaria candida Greene","","Asteraceae"
"ANME2","ANDE5","Antennaria densa Greene","","Asteraceae"
"ANME2","ANGO","Antennaria gormanii H. St. John","","Asteraceae"
"ANME2","ANMO4","Antennaria modesta Greene","","Asteraceae"
"ANME2","ANMU5","Antennaria mucronata E.E. Nelson","","Asteraceae"
"ANMI3","","Antennaria microphylla Rydb.","littleleaf pussytoes","Asteraceae"
"ANMI3","ANBR9","Antennaria bracteosa Rydb.","","Asteraceae"
"ANMI3","ANNI5","Antennaria nitida Greene","","Asteraceae"
"ANMI3","ANPA5","Antennaria parvifolia sensu Greene, non Nutt.","","Asteraceae"
"ANMI3","ANPAB","Antennaria parvifolia Nutt. var. bracteosa (Rydb.) A. Nelson","","Asteraceae"
"ANMI3","ANRON","Antennaria rosea Greene var. nitida (Greene) Breitung","","Asteraceae"
"ANMI3","ANSO4","Antennaria solstitialis Lunell","","Asteraceae"
"ANPA4","","Antennaria parvifolia Nutt.","small-leaf pussytoes","Asteraceae"
"ANPA4","ANAP","Antennaria aprica Greene","","Asteraceae"
"ANPA4","ANAPM","Antennaria aprica Greene var. minuscula (B. Boivin) B. Boivin","","Asteraceae"
